article_id,annotator,node,ranges,tokens,label
5cf47cb5896a7fea0600fb12,B,3.0,"[[2012, 2225]]","Diz de forma claríssima a nossa Constituição (nº2 do artigo 43º), que o Estado “não pode programar a educação e a cultura segundo quaisquer directrizes filosóficas, estéticas, políticas, ideológicas ou religiosas”",Fact
5d04c487896a7fea06a0f888,D,10.0,"[[6374, 6392]]",Agravaram impostos,Fact
5cf45bc3896a7fea06ff2b2d,D,41.0,"[[7001, 7091]]",a omissão das questões relacionadas com os serviços privados faz pender o prato da balança,Fact
5cf46a5e896a7fea06001906,B,55.0,"[[4408, 4574]]","em 2018 a Áustria é mais um caso de sucesso entre muitos outros onde a extrema-direita e a direita radical estão a crescer, como na Alemanha, Suécia, Grécia e Holanda",Fact
5d04c590896a7fea06a0fc78,D,1.0,"[[3664, 3675]]",Carismático,Fact
5cf465fc896a7fea06ffd65d,B,3.0,"[[2378, 2521]]",A última parte do relatório discute o papel da qualidade da governança multinível no sucesso das políticas públicas de desenvolvimento regional,Fact
5ce41275896a7fea0667e8ba,A,19.0,"[[1463, 1473]]",o cadastro,Fact
5cf46046896a7fea06ff6fe1,D,13.0,"[[2712, 2833]]","Catarina Martins reiterou as suas profundas aversões à solução governativa, apresentando um projeto de apoio condicionado",Fact
5cf4676f896a7fea06ffe196,D,4.0,"[[676, 817]]",A 25 de Novembro foram atacados e apreendidos três navios ucranianos que iam atravessar o Estreito de Kerch – dois torpedeiros e um rebocador,Fact
5cf45b97896a7fea06ff2a01,B,7.0,"[[1804, 1861]]",Nenhuma denúncia formal foi feita contra essa escravatura,Fact
5cf4789f896a7fea0600d732,B,6.0,"[[964, 1033]]",Não têm um estatuto jurídico comparável ao dos Forais e Constituições,Fact
5cf45c80896a7fea06ff4187,D,1.0,"[[1624, 1744]]",A exigência de qualificação dos engenheiros que assinam os termos de responsabilidade é muito menor do que a dos médicos,Fact
5cf4626b896a7fea06ff914d,C,8.0,"[[1019, 1051]]",apólices de seguros do ramo vida,Fact
5cf45e18896a7fea06ff4dd6,B,14.0,"[[4035, 4231]]","o seu principal objectivo é o de utilizar as aves comuns como indicadores do estado do ambiente na Europa, através da monitorização em larga escala e a longo prazo das suas populações nidificantes",Fact
5cf46162896a7fea06ff8973,B,17.0,"[[1647, 1713]]",Acabou-se com o anterior programa de contratação de investigadores,Fact
5cf47a54896a7fea0600df99,A,8.0,"[[3467, 3485]]",tarifado pela EMEL,Fact
5cf46ffe896a7fea060063cb,A,4.0,"[[227, 283]]",mais de metade dos portugueses morrem hoje nos hospitais,Fact
5cf468d7896a7fea06fffd56,D,56.0,"[[1073, 1095]]","a procura, que é muita",Fact
5cf46162896a7fea06ff8973,D,10.0,"[[3487, 3549]]",percurso que o saudoso Mariano Gago iniciou há mais de 20 anos,Fact
5cf45c33896a7fea06ff3e67,A,9.0,"[[4148, 4323]]","assim que regressou da meseta peninsular, Dom Manuel mandou fundar Misericórdias pelas principais cidades e vilas do reino, expandindo-as depois por todos os cantos do império",Fact
5cf45b89896a7fea06ff2999,B,9.0,"[[1011, 1080]]","fundos comunitários, que têm permito apoiar medidas ativas de emprego",Fact
5cf46204896a7fea06ff8e25,A,3.0,"[[1295, 1308], [1423, 1511]]",as duas irmãs foram impedidas pelas autoridades inglesas de comprar dois apartamentos em Knightsbridge,Fact
5cee1fe4896a7fea06c4c84d,D,15.0,"[[2419, 2494]]",um grupo de ‘quase 31 liberais’ propõe e apresenta uma visão do mundo livre,Fact
5cf46a5e896a7fea06001906,B,7.0,"[[1011, 1182]]","enfrentou, novamente, uma vitória sem maioria parlamentar, aliando-se, desta vez, com a extrema-direita do Partido da Liberdade (FPO), que arrecadou cerca de 31% dos votos",Fact
5cf46047896a7fea06ff6fe8,B,13.0,"[[1706, 1811]]",o crédito habitação representa 78% desse endividamento e o crédito ao consumo representa os restantes 22%,Fact
5cdd9732896a7fea062d6f8f,D,10.0,"[[1839, 1957]]",já lá vão oito meses desde que a Comissão governamental entregou o trabalho que lhe foi encomendado (Setembro de 2018),Fact
5d04bcb5896a7fea06a06489,D,3.0,"[[147, 166]]",mais reconhecimento,Fact
5d04c557896a7fea06a0fbc4,D,39.0,"[[6733, 6950]]","os visados não só não participam na decisão sobre o destino das verbas que são obrigados a entregar ao ICA, como vêem parte dessas verbas servir para financiar aquilo que deviam ser obrigações do Ministério da Cultura",Fact
5cefd3d4896a7fea06d57241,B,0.0,"[[0, 122]]",Passaram mais de 300 dias desde que a Assembleia da República aprovou a regulamentação da utilização da cannabis medicinal,Fact
5d04a455896a7fea069f07ab,D,1.0,"[[1015, 1274]]",só se alimentando de vivos se conseguem as moléculas complexas à base de carbono de que são feitas as células (as plantas recebem o carbono da fotossíntese) e justifica que as anatomias dos animais ganhem em músculos e astúcias quanto mais crescem as espécies,Fact
5cf46b96896a7fea06002338,D,0.0,"[[463, 649]]","uma das sanções previstas, em absoluta teoria e em absoluta impossibilidade prática, inclui a proibição do clube jogar por uns meses e anos, ou ser despromovido para uma divisão inferior",Fact
5cf45bc3896a7fea06ff2b2d,C,15.0,"[[3290, 3339]]",Estabelecem as regras da deontologia profissional,Fact
5cf4650f896a7fea06ffbe46,B,29.0,"[[3207, 3236]]","a média europeia era de 41,3%",Fact
5cf47065896a7fea060065b5,D,3.0,"[[322, 393]]",assédio governamental que corrói as veleidades de autonomia estratégica,Fact
5d04c544896a7fea06a0fb82,D,69.0,"[[8789, 8871]]",dos choros de lágrimas que caem da alegria de quando a bandeira sobe e o hino toca,Fact
5cf461a4896a7fea06ff8b5a,B,12.0,"[[1374, 1421]]",temos uma segunda fronteira no Oceano Atlântico,Fact
5cf46120896a7fea06ff86b5,C,15.0,"[[1682, 1720]]",a França assume a presidência em março,Fact
5cf45e3c896a7fea06ff4efb,D,17.0,"[[4733, 4798]]",a UE e os EUA partilharem algumas preocupações em relação à China,Fact
5cf4615e896a7fea06ff894d,B,9.0,"[[1041, 1126]]",seja no sistema de avaliação dos seis excelentes consagrado nos estatutos de carreira,Fact
5cf47280896a7fea060087f2,C,11.0,"[[980, 1014]]",o preço do gasóleo é mais reduzido,Fact
5d04c4aa896a7fea06a0f962,D,14.0,"[[4665, 4768]]","Espanha, França e Itália reduziram substancialmente a área ardida na década de 90 e assim a têm mantido",Fact
5cf46791896a7fea06ffe2a4,D,26.0,"[[6542, 6568]]",São antigos por serem bons,Fact
5cf4616c896a7fea06ff89bf,D,6.0,"[[866, 936]]",o Bloco de Esquerda sempre criticou o pilar privado da renda acessível,Fact
5cf47b6b896a7fea0600f57c,A,17.0,"[[1817, 1951]]",aproximadamente um em cada dois árbitros admitiam a oferta de serviços de prostituição a árbitros portugueses em competições nacionais,Fact
5d04b969896a7fea06a049af,B,11.0,"[[1502, 1586]]","Aqui os bombeiros não podem travar, há uma lacuna no regulamento, e a ASAE não autua",Fact
5cf478d6896a7fea0600d8ba,A,23.0,"[[7244, 7316]]",o preço da história pode ultrapassar os 400 milhões de dólares por época,Fact
5cf47065896a7fea060065b5,D,31.0,"[[3436, 3506]]",Portugal tem cerca de 83% dos doutorados empregados no Ensino Superior,Fact
5cf45e7b896a7fea06ff60cd,D,18.0,"[[3320, 3418]]",80% dos que terminam o 12.º ano via científico-humanística continuam os estudos no ensino superior,Fact
5cf466b8896a7fea06ffdc1a,D,5.0,"[[1933, 1957]]",as alterações climáticas,Fact
5d04c505896a7fea06a0fabc,B,11.0,"[[1365, 1404]]",O relatório do júri ainda não é público,Fact
5cf46618896a7fea06ffd748,A,2.0,"[[1042, 1152]]",Os naturais de nações fora da União Europeia (UE) que nela residem representam pouco mais de 4% dos habitantes,Fact
5cf45b79896a7fea06ff290a,C,21.0,"[[4164, 4333]]","as redes aparecerem repetidamente, durante o debate nos grupos, como a solução para estes e outros problemas ou como uma ferramenta de suporte à ação cultural autárquica",Fact
5cf464b6896a7fea06ffbb9d,D,14.0,"[[8461, 8593]]",o congelamento das carreiras e das remunerações com uma quebra acentuada do investimento público em matéria de transformação digital,Fact
5cf46076896a7fea06ff7155,B,25.0,"[[3663, 3690]]",aumento dos registos em .pt,Fact
5cf45adb896a7fea06ff24e3,B,50.0,"[[2656, 2702]]",poucas mudanças estruturais foram introduzidas,Fact
5cf46047896a7fea06ff6fe8,B,11.0,"[[1261, 1354]]",os valores estão muito abaixo dos valores que se registaram no pico antes da crise financeira,Fact
5cf46090896a7fea06ff7207,D,4.0,"[[2013, 2073]]",a crer no gradual desinteresse e no alheamento pela política,Fact
5cf463d6896a7fea06ffb4a8,C,2.0,"[[725, 916]]","No tocante a aeroportos, a lei portuguesa estipula que estão sujeitos a um estudo deste tipo aqueles cuja pista tem um comprimento de pelo menos 2100 m, e a mais pequena da Portela tem 2400 m",Fact
5cf45b77896a7fea06ff28ff,A,3.0,"[[2613, 2703]]",como principal candidato a próximo presidente do Conselho Europeu o francês Michel Barnier,Fact
5cf45c4a896a7fea06ff3f4e,B,21.0,"[[3803, 3931]]",Este documento definiu como base negocial três variáveis: i) o tempo a recuperar; ii) o modo de recuperação e; iii) o calendário,Fact
5cf45e1f896a7fea06ff4e0c,D,1.0,"[[2285, 2623]]","O ex-ministro das Finanças, Manuel Chang, está actualmente sob custódia sul-africana a pedido dos EUA, acusado de corrupção e branqueamento de capitais e de ser o principal responsável pela contracção das chamadas “dívidas ocultas”, no valor de 2,2 mil milhões de dólares, para uma frota de pesca fantasma (EMATUM), à margem do parlamento",Fact
5d04a31b896a7fea069ef06f,D,15.0,"[[3764, 3922]]","depois disso, toda a comunidade jornalística continua a tratar a FIFA como uma organização idónea e os seus campeonatos como os mais benignos eventos do mundo",Fact
5cf468d7896a7fea06fffd56,D,17.0,"[[3831, 3954]]",O aumento da propriedade não é uma especificidade de Portugal nem uma idiossincrasia cultural ou ideológica dos portugueses,Fact
5d04ad52896a7fea069f9c0d,D,9.0,"[[1525, 1660]]","sujeitos a períodos de mobilidade muito curtos por força das muitas transferências, necessárias para gerar rendimentos aos investidores",Fact
5cf46196896a7fea06ff8b01,D,3.0,"[[2080, 2142]]",Não há qualquer perda de conectividade de Telheiras e Odivelas,Fact
5cf45e44896a7fea06ff4f3f,D,14.0,"[[3818, 3870]]",é naquele que se encontram as Filipinas e as Molucas,Fact
5cf472a7896a7fea060088d0,D,4.0,"[[1468, 1517]]",os custos disparam com as estadias e os “cachets”,Fact
5cf46052896a7fea06ff703f,B,8.0,"[[1152, 1200]]",por via do afastamento e da dispersão geográfica,Fact
5cf4669a896a7fea06ffdb2d,A,15.0,"[[3297, 3328]]",Eddie Constantine em Alphaville,Fact
5cf4617a896a7fea06ff8a35,D,16.0,"[[3292, 3464]]","nas universidades e politécnicos constata-se que as mulheres correspondem, atualmente, a 35% dos membros das equipas reitorais e a 25% dos membros das equipas presidenciais",Fact
5cf46013896a7fea06ff6e32,C,7.0,"[[1198, 1225]]",o Plano Nacional da Leitura,Fact
5d04c557896a7fea06a0fbc4,D,46.0,"[[9116, 9312]]","focar nos júris do ICA o debate sobre as “políticas de cinema” é fazer o jogo dos que pretendem eternizar o papel do Estado no apoio directo aos cineastas, ao contrário do que defende, e bem, o PM",Fact
5d04a3fc896a7fea069f0717,A,0.0,"[[1460, 1621]]","este despique entre teóricos e práticos foi moeda corrente em outras épocas, sendo que, no caso da prática desportiva, encontra raízes milenares na Grécia Antiga",Fact
5cf45cd3896a7fea06ff4418,B,7.0,"[[1741, 2015]]","televisões e jornais do mundo inteiro mostraram claramente que foi o Estado espanhol que encetou uma mobilização sem precedentes de forças policiais para usarem a força contra cidadãs e cidadãos indefesos, e para tentarem impedir a realização do referendo de outubro de 2017",Fact
5cf45ba5896a7fea06ff2a64,B,14.0,"[[1883, 1957]]",uma redução de margens igualmente de 23% (decretada a nível governamental),Fact
5cf47015896a7fea06006428,B,23.0,"[[4117, 4194]]","a maior parte delas não escreve colunas nos jornais, nem aparece na televisão",Fact
5cf469e5896a7fea06000599,D,4.0,"[[873, 898]]",Em função deste historial,Fact
5cf4665e896a7fea06ffd932,C,3.0,"[[4174, 4355]]","um autor português que adopte o AO90 e envie um texto para publicação numa editora brasileira, também ela adoptante do AO90, verá o cê reposto no aspecto e o pê devolvido à recepção",Fact
5cf45c47896a7fea06ff3f2d,B,8.0,"[[2158, 2203]]",Gasta-se cada vez mais no ensino profissional,Fact
5cf47029896a7fea06006476,D,5.0,"[[3101, 3207]]","na maior parte das vezes, demole-se tudo à excepção da fachada, que por sua vez é alterada e ""higienizada""",Fact
5cf45c80896a7fea06ff4187,B,15.0,"[[2186, 2407]]","À face da Lei, todos estes profissionais, desde que estejam inscritos numa das duas ordens de engenheiros existentes e possuam um módico de experiência, são considerados competentes para assinar termos de responsabilidade",Fact
5cf46311896a7fea06ffab76,A,0.0,"[[1480, 1542]]",Gulbenkian apenas viveu os últimos 13 anos de vida em Portugal,Fact
5cf47a54896a7fea0600df99,D,17.0,"[[3591, 3706]]",o fisco pelos impostos sobre os combustíveis (60 a 70% do preço destes) e a EMEL pelas taxas e coimas ganham sempre,Fact
5cf45eba896a7fea06ff6346,C,26.0,"[[7936, 7996]]",desvalorizar debates numa sociedade aberta levanta suspeitas,Fact
5cf476cd896a7fea0600be3f,B,0.0,"[[1222, 1317]]","Na maioria dos casos, os dados pessoais individualmente considerados ou dispersos não têm valor",Fact
5cf4b764896a7fea06032673,D,9.0,"[[3190, 3377]]","Seja pela localização geográfica, seja pelo prestígio ou pela qualidade e relações grangeadas junto dos empregadores, há escolas que garantem mais retorno aos futuros graduados que outras",Fact
5cf463d6896a7fea06ffb4a8,D,4.0,"[[1278, 1367]]","resultará em cerca de um terço de área acrescida, que permitirá estacionar mais 28 aviões",Fact
5cf460cd896a7fea06ff8392,D,4.0,"[[3217, 3299]]",visa a eliminação progressiva da independência judicial e da liberdade de imprensa,Fact
5d04c4aa896a7fea06a0f962,D,1.0,"[[159, 322]]",a experiência internacional atesta que a eficácia na gestão do fogo está associada a serviços florestais (SF) sólidos e com intervenção significativa no território,Fact
5cf47196896a7fea0600829d,D,6.0,"[[1739, 1856]]","Para alguns outros, com curiosa e particular incidência nos adeptos de Benfica e Sporting, não existiu qualquer falta",Fact
5cf46a54896a7fea06001897,D,26.0,"[[1422, 1499]]",Fontes relatam que a administração fez três visitas à exposição em instalação,Fact
5cf46bc3896a7fea0600247f,C,19.0,"[[6915, 6930]]",Nomes são nomes,Fact
5cf46a5e896a7fea06001906,D,29.0,"[[3351, 3455]]","é também apoiado por grupos da sociedade civil, grupos e movimentos de extrema-direita e direita radical",Fact
5cf45c51896a7fea06ff3f9b,D,24.0,"[[3577, 3709]]",A proposta do Governo é esvaziar os cursos de TeSP para alimentar licenciaturas de má qualidade e imprestáveis no mercado de emprego,Fact
5cf47196896a7fea0600829d,D,14.0,"[[141, 210]]",O vencedor do jogo ficará em excelente posição para se sagrar campeão,Fact
5cf469b4896a7fea0600041f,D,26.0,"[[2901, 2921]]",76 processos em 2017,Fact
5cf46b97896a7fea0600233c,D,42.0,"[[4380, 4485]]","não foi promulgado (curiosamente, por Lula e Dilma) através de decreto presidencial que ordene a execução",Fact
5cf47bad896a7fea0600f696,D,13.0,"[[1688, 1802]]","A renovação de muitos edifícios não se tem traduzido, no entanto, num maior acesso à habitação no centro histórico",Fact
5d04b660896a7fea06a02ea3,C,1.0,"[[266, 288]]",não disponho de outros,Fact
5cf4669a896a7fea06ffdb2d,A,16.0,"[[3330, 3473]]","Jean-Paul Belmondo (que, é certo, ele tinha lançado em O Acossado mas entretanto se tornara uma estrela de primeira grandeza) em Pedro, O Louco",Fact
5cf46b82896a7fea060022c1,A,1.0,"[[2368, 2440]]",os direitos humanos passaram a valer para “toda a gente em toda a parte”,Fact
5cf45c33896a7fea06ff3e67,C,9.0,"[[6012, 6102]]","chegou a ser proposta no seio da mais antiga Misericórdia do país – a de Lisboa –, em 1981",Fact
5cf47420896a7fea0600a11b,D,26.0,"[[5598, 5665]]","seus donos, em contas secretas em Andorra, Suíça e paraísos fiscais",Fact
5cf476b9896a7fea0600bddd,D,9.0,"[[409, 598]]","Diariamente, entre quem vive em Lisboa e quem se desloca de outros concelhos para vir trabalhar, mais de 600 mil automobilistas disputam cerca de 200 mil lugares de estacionamento na cidade",Fact
5cf45b8a896a7fea06ff29a1,D,6.0,"[[995, 1103]]",O negócio privado sorve milhares de milhão de euros públicos que poderiam ser dedicados à valorização do SNS,Fact
5cf46196896a7fea06ff8b01,D,19.0,"[[4979, 5039]]",A mobilidade é um instrumento de coesão social e territorial,Fact
5cf46196896a7fea06ff8b01,D,8.0,"[[2451, 2561]]",esta expansão não interfere com os projetos do Metro de ligação da linha Amarela em Telheiras com a linha Azul,Fact
5cf45e44896a7fea06ff4f3f,B,10.0,"[[2636, 2754]]","há que assinalar ter Fernão de Magalhães embarcado mais tarde, deixando Sanlúcar de Barrameda a 20 de Setembro de 1519",Fact
5ce369b4896a7fea0661db81,D,0.0,"[[1365, 1603]]","o défice de investimento e mesmo de prestígio simbólico do conjunto de disciplinas às quais tradicionalmente chamamos as Humanidades é um processo que tem décadas, e que tem feito o seu caminho de forma silenciosa e relativamente pacífica",Fact
5cf45c2c896a7fea06ff3e2a,B,17.0,"[[3096, 3132]]",o aumento de carga de doença crónica,Fact
5cf465a8896a7fea06ffd2eb,D,1.0,"[[2244, 2373]]","são vários os países africanos que vêm pressionando no sentido de uma posição mais forte, global, sobre a repatriação de capitais",Fact
5cf4734c896a7fea06008c40,D,4.0,"[[2573, 2661]]",produto do nivelamento de duas anteriores fachadas presentes em dois edifícios originais,Fact
5cf46196896a7fea06ff8b01,D,16.0,"[[4224, 4315]]",estarão a comutar para uma linha com uma frequência de circulação inferior a quatro minutos,Fact
5cf45de6896a7fea06ff4c48,D,17.0,"[[2304, 2356]]",face ao direito que têm de receber cuidados de saúde,Fact
5cf464a8896a7fea06ffbb46,B,25.0,"[[2880, 2936]]",milhões não conseguiam encontrar trabalho (cerca de 2/5),Fact
5ced14b3896a7fea06bac0dd,C,43.0,"[[5246, 5278]]",Agrupamentos de Centros de Saúde,Fact
5ceb1a74896a7fea06a82aaa,C,21.0,"[[452, 500]]",o Bloco de Esquerda dobrou a sua votação de 2014,Fact
5d04c47f896a7fea06a0f857,D,12.0,"[[2575, 2659]]","antes protegendo interesses difusos, cuja efectividade não é exclusiva de um titular",Fact
5cf463f6896a7fea06ffb5b9,B,6.0,"[[789, 828]]",Na maioria o apoio por entidade cresceu,Fact
5cf4650f896a7fea06ffbe46,D,18.0,"[[4114, 4202]]",é igualmente fundamental que o uso dos mesmos responda sempre às necessidades da empresa,Fact
5cf46474896a7fea06ffb98d,D,37.0,"[[4381, 4655]]","As forças europeias conservadoras resistem argumentando com a necessidade de não hostilizar estes operadores financeiros e digitais e de não sobrecarregar as gerações vindouras com encargos adicionais, como se não fossem elas as primeiras vítimas do sub-investimento crónico",Fact
5cdd9733896a7fea062d6f9f,C,22.0,"[[1808, 1869]]",estabelecer um progenitor residente e um progenitor visitante,Fact
5cf464b6896a7fea06ffbb9d,C,53.0,"[[13593, 13616]]",nas centrais de reserva,Fact
5cf47482896a7fea0600a2cd,D,7.0,"[[913, 1072]]","uma simbiose entre uma excelente conferência, um ambiente de festival rock, um desfile de celebridades e imagens de cosmopolita convívio noturno no Bairro Alto",Fact
5cf45e77896a7fea06ff60a5,B,25.0,"[[4291, 4407]]",Três anos de trabalho da Comissão dita para o Reforço da Transparência não chegaram para os deputados as encontrarem,Fact
5cf45db6896a7fea06ff4b05,B,5.0,"[[567, 577]]",602 mortos,Fact
5d04be5c896a7fea06a07cba,D,20.0,"[[2774, 2847]]",também de mais sete Estados soberanos que o adoptaram como língua oficial,Fact
5cf46a54896a7fea06001897,D,1.0,"[[1866, 1956]]","A exposição, na versão final, passou a ter um espaço reservado para determinados trabalhos",Fact
5cf46427896a7fea06ffb6fa,B,38.0,"[[5360, 5506]]","O número de europeus liderados por governos populistas passou de 12,5 milhões, em 1998, para mais de 170 milhões em 2018, espalhados por 11 países",Fact
5cf45f4e896a7fea06ff684a,D,8.0,"[[2791, 2825]]",também manifestamente insuficiente,Fact
5cf4618f896a7fea06ff8ad9,D,6.0,"[[2380, 2429]]",O aparelho judiciário obedece às ordens do regime,Fact
5cf47015896a7fea06006428,A,4.0,"[[4117, 4194]]","a maior parte delas não escreve colunas nos jornais, nem aparece na televisão",Fact
5cf47371896a7fea06009c23,B,6.0,"[[1033, 1152]]",os 55% de residentes em Portugal que ouviram rádio fizeram-no em média durante mais dois minutos do que no ano anterior,Fact
5cf45aa4896a7fea06ff2325,D,7.0,"[[2085, 2205]]","o professor do novo milénio tem, ele próprio, de se multifacetar, transmutar, para assumir o papel de “professor global”",Fact
5cf45e22896a7fea06ff4e2a,B,32.0,"[[5589, 5819]]","De acordo com os números da OCDE, o investimento anual no ensino superior e ciência, por cada estudante, ajustado pelo coeficiente da paridade do poder de compra (PPP), é em Portugal apenas 75% do valor da média dos países da OCDE",Fact
5cf4617a896a7fea06ff8a35,D,2.0,"[[1589, 1712]]",as assimetrias nas condições de trabalho de mulheres e homens que ensinam e investigam nas instituições são bem expressivas,Fact
5cf4669a896a7fea06ffdb2d,A,6.0,"[[2646, 2759]]","Prénom Carmen (Leão de Ouro atribuído por um júri presidido por Bertolucci, marcando a reconciliação entre ambos)",Fact
5cf45fa5896a7fea06ff6b01,A,9.0,"[[556, 611]]",há razões para crer que é capaz de ter feito isso mesmo,Fact
5cf45e32896a7fea06ff4eaa,B,2.0,"[[117, 204]]",tem livros e textos publicados de diversos géneros ou até de género nenhum reconhecível,Fact
5cf46311896a7fea06ffab76,B,4.0,"[[1459, 1542]]",Poderá alegar-se que Gulbenkian apenas viveu os últimos 13 anos de vida em Portugal,Fact
5d04b991896a7fea06a049f5,D,1.0,"[[33, 129]]",Há mais de 100 anos que temos a noção de que existe uma diáspora portuguesa espalhada pelo mundo,Fact
5cef7f74896a7fea06d223f7,D,22.0,"[[2487, 2600]]","o AO contém um vasto rol de erros crassos, como há anos se tem vindo a apontar com exemplos, não com puerilidades",Fact
5cf46a26896a7fea060016b1,A,17.0,"[[1933, 2007]]",Um dos objetivos expressos no PDM é densificar as áreas centrais da cidade,Fact
5ce43ca4896a7fea06697d6f,D,14.0,"[[2915, 3027]]","A atividade a que nos dedicamos utiliza, como muitas outras, água na manufatura dos produtos que comercializamos",Fact
5cf45fb3896a7fea06ff6b7f,D,17.0,"[[3557, 3632]]",ao estabelecer requisitos restritivos para qualificar a criação de trabalho,Fact
5cf47d45896a7fea06010e4e,B,4.0,"[[992, 1042]]",aumentámos o número de acções de formação contínua,Fact
5cf478d6896a7fea0600d8ba,D,19.0,"[[6612, 6770]]","todos eles assinaram novos contratos no meio de dúvidas em torno do seu potencial físico ou desportivo, antes de arrancar esta nova fase de sucesso desportivo",Fact
5cf4616d896a7fea06ff89c8,D,1.0,"[[1091, 1196]]",é expressamente garantido que as deliberações são tomadas pela maioria de votos individualmente expressos,Fact
5cf4704c896a7fea06006528,A,6.0,"[[1726, 1830]]","em Portugal não é preciso ter qualquer qualificação, muito menos certificação, para intervir no arvoredo",Fact
5cf45da4896a7fea06ff4a69,D,1.0,"[[407, 510]]",não podemos ignorar que o ritmo da mudança tem sido maior do que era previsível e muito mais disruptivo,Fact
5cf45c0c896a7fea06ff3d04,B,4.0,"[[650, 784]]","Há cerca de um ano ganhou corpo uma ideia que ficou conhecida por “Projeto Tejo”, que tem vindo a percorrer um caminho de consolidação",Fact
5cf465dd896a7fea06ffd52d,D,28.0,"[[3240, 3472]]","implica necessariamente, e evidentemente, que a sociedade desportiva deixe de estar sujeita ao regime de especial protecção do clube fundador consagrado para as sociedades que resultam da personalização jurídica de equipa desportiva",Fact
5cf45fb3896a7fea06ff6b7f,D,11.0,"[[3305, 3520]]","a visão absolutamente restritiva da DGCom, com objectivo de evitar ajudas de Estado a empresas que se instalam na ZFM, promove, por outro lado, vantagens específicas a outras jurisdições, prejudicando a concorrência",Fact
5cf467fe896a7fea06fff5b9,D,2.0,"[[2187, 2271]]","Já em 2015 os valores atingiram os 17% e 45% e em 2016 os 24% e 50%, respectivamente",Fact
5cf476b9896a7fea0600bddd,D,2.0,"[[152, 177]]",também diversos problemas,Fact
5cf46fcc896a7fea060062db,D,2.0,"[[2078, 2127]]","Uma canção é, assim, vista como valor estratégico",Fact
5cf47286896a7fea06008819,A,2.0,"[[883, 901]]",uma Taça das Taças,Fact
5cdf5913896a7fea063f2d16,B,2.0,"[[113, 139]]",sofre de obesidade mórbida,Fact
5cf45e44896a7fea06ff4f3f,B,3.0,"[[1287, 1342]]",a decisão de o referido monarca apoiar aquele português,Fact
5cf45bb2896a7fea06ff2abd,B,4.0,"[[558, 678]]",ao considerar o apoio do Estado ao “desenvolvimento do sector privado da saúde (…) em concorrência com o sector público”,Fact
5cf474fd896a7fea0600a503,D,4.0,"[[247, 297]]",controlo de sexo (o “certificado de feminilidade”),Fact
5cf46546896a7fea06ffc011,D,1.0,"[[903, 1233]]","Ao remeter para o artigo 17.º da Lei do Orçamento para 2019, que prevê que a questão seja objecto de negociação sindical, limita-se a forçar o Governo a, após 1 de Janeiro, voltar a uma negociação que, como assistimos no início de Dezembro por imposição do Parlamento, começa e acaba sem qualquer mudança nas condições da proposta",Fact
5cf45cf2896a7fea06ff4514,B,17.0,"[[2797, 2847]]",Lei aprovada não integra posições da CAP e da AEVP,Fact
5cf45db6896a7fea06ff4b05,B,18.0,"[[1759, 1778]]","24,5% de desemprego",Fact
5cf45c47896a7fea06ff3f2d,B,23.0,"[[2543, 2600]]",ficou a dever a editores e livreiros durante vários meses,Fact
5cf46bc3896a7fea0600247f,D,47.0,"[[6759, 6804]]","Como professor, não pertenci a esse instituto",Fact
5cefd3d4896a7fea06d57241,A,11.0,"[[2724, 2789]]",a indústria produz canábis em Portugal para vender no estrangeiro,Fact
5cf479ce896a7fea0600dd37,C,13.0,"[[1859, 2025]]","se as mesmas forem suspensas para serem retomadas em 2018, os estudos arqueológicos a desenvolver ficarão condicionados pelas estruturas do Parque Verde já concluídas",Fact
5cf46bc3896a7fea0600247f,D,62.0,"[[8040, 8243]]","temos já alguns doutorados de qualidade a trabalhar nesses temas, muitos deles que se encontram em situação de desemprego ou de subemprego, fazendo parte do submundo dos precários da sociedade neoliberal",Fact
5cf461c8896a7fea06ff8c4d,D,40.0,"[[5852, 5890]]",retirada consecutiva de alguns médicos,Fact
5cf45fb4896a7fea06ff6b86,A,9.0,"[[1464, 1614]]","A Lei de Bases da Economia Social, negociada longamente entre parceiros e representantes do poder político, foi aprovada por unanimidade no Parlamento",Fact
5cf476cd896a7fea0600be3f,B,21.0,"[[2915, 3092]]","A proteção dos dados das pessoas singulares é um direito fundamental, protegido pela Constituição da República Portuguesa e pela Carta de Direitos Fundamentais da União Europeia",Fact
5cf45d26896a7fea06ff46b3,B,1.0,"[[348, 368]]",o receio tem séculos,Fact
5cf462de896a7fea06ff9495,D,4.0,"[[820, 945]]",o colapso dos serviços de saúde acelera diariamente a morte de muitos venezuelanos por falta de assistência e de medicamentos,Fact
5cf47676896a7fea0600bcba,B,42.0,"[[4141, 4266]]","as regiões do Norte também encaram com reservas a acidificação dos vinhos muito praticada no Sul da Europa, Portugal incluído",Fact
5cf45a83896a7fea06ff224e,B,11.0,"[[1409, 1509]]","abriu no final da década de 80 do século passado, quando Portugal já pertencia à Comunidade Europeia",Fact
5cf4661c896a7fea06ffd767,B,27.0,"[[3292, 3401]]","Há locais onde as trotinetes estão a provocar reacções adversas, com pessoas a atirarem-nas a rios ou a lagos",Fact
5d04ae19896a7fea069f9d61,A,3.0,"[[3571, 3645]]","Paavo Nurmi foi impedido de participar na Maratona em 1932, em Los Angeles",Fact
